source,target
544041,545148
544041,546111
544041,548091
544051,548091
544052,546337
544061,548091
544062,544573
544062,545385
544062,545832
544062,547213
544069,546337
544079,548387
544115,547522
544116,548175
544149,545726
544178,548091
544263,545137
544288,545015
544304,545832
544377,548091
544378,545137
544390,546357
544390,547694
544419,548091
544427,545796
544429,545494
544468,546359
544469,547459
544469,548062
544469,548175
544537,548387
544547,544548
544547,544551
544547,546813
544547,546863
544548,544551
544548,546863
544548,547702
544551,545835
544551,546356
544551,546357
544551,546863
544551,548091
544574,545385
544574,548091
544602,548091
544649,548091
544670,546594
544670,547510
544671,545880
544671,545958
544671,548140
544686,545386
544686,545756
544686,546357
544686,548091
544689,548387
544818,546594
544941,548084
544967,548091
544971,548387
545035,548091
545038,548091
545077,548091
545257,548091
545260,545726
545333,548175
545366,547522
545366,548091
545385,546359
545386,545756
545386,548091
545410,547529
545410,548091
545439,548091
545456,546337
545490,548091
545549,545554
545549,548091
545557,548387
545581,546356
545702,548387
545756,546567
545756,547148
545756,547694
545756,548091
545773,548091
545780,546475
545780,547200
545780,547522
545781,546359
545791,546203
545791,546561
545791,547301
545791,548197
545832,546566
545880,548091
545958,546989
545975,548284
545989,546348
545989,546410
546008,546864
546008,547522
546028,547128
546049,548091
546098,547213
546102,548091
546111,548091
546139,546539
546174,548091
546203,548091
546203,548284
546284,546539
546284,548091
546332,548091
546348,548091
546356,546357
546374,548091
546450,547522
546492,546989
546548,548284
546594,547510
546736,548091
546813,546863
546849,548284
546863,546989
546863,548091
546872,547689
546918,547969
546988,547522
547064,548091
547066,548091
547067,547796
547128,547245
547128,547843
547133,548091
547148,548091
547190,548387
547195,548091
547244,548091
547245,548091
547285,547510
547287,547689
547287,548091
547292,548091
547320,547698
547320,548091
547326,548347
547412,548091
547459,548091
547459,548175
547517,548387
547522,548052
547522,548091
547522,548279
547529,548091
547529,548185
547581,548091
547592,548091
547620,548091
547661,548091
547662,548091
547697,548091
547699,547899
547699,547933
547699,548091
547700,548091
547878,548091
547969,548091
548018,548279
548031,548091
548062,548175
548078,548091
548078,548305
548085,548091
548091,548185
548091,548280
548091,548305
548339,548387
532822,547244
532822,548091
533010,545554
533119,543078
533119,545796
533143,545796
533148,543790
533312,542383
533585,543595
533585,547699
534645,548091
534719,545796
534719,546357
534773,537413
534773,538982
534794,548091
535066,548091
535456,548052
535669,548091
535779,546282
535779,548091
535921,547292
535922,545046
535922,548091
536084,546539
536084,548091
536381,543078
536381,545796
536632,548091
536745,548091
537110,546566
537110,547320
537110,548091
537412,537413
537412,537414
537412,542425
537412,547023
537413,537414
537413,539453
537413,542425
537413,544419
537413,544573
537413,546049
537413,547212
537413,548091
537433,543130
537433,545385
537433,548091
537519,546406
537898,548091
537925,543078
537960,543552
537960,543553
537961,544551
538363,548091
538433,543046
538433,545880
538633,545726
538926,548091
538982,543790
538982,547212
538982,547213
538982,548091
539018,545554
539018,545756
539453,545832
539456,545015
539526,548091
540510,548091
540747,544548
540747,544551
540747,546813
540747,546863
541089,547203
541089,547522
541089,547801
541415,544481
542108,548091
542294,544288
542310,547128
542370,548091
542383,547064
542416,543078
542416,546863
542425,544551
542445,545137
542486,547128
542551,547128
542586,548091
542812,544548
542812,544551
542812,546813
542812,546863
542846,546508
542957,542958
542957,544041
542958,548091
542968,546356
542999,548031
542999,548091
543001,548091
543078,545796
543078,546357
543130,545385
